,id,name,name_with_namespace,folder,project_file,group
0,601876893,bot-chat-gpt,blc-onchain/bot-chat-gpt,info/BLC/blc-onchain,info/BLC/blc-onchain/bot-chat-gpt.zip,blc-onchain
